publishedAt,title,description,url,source_name
2025-11-14T15:39:50Z,"REM's Deux-Montagnes branch finally opens, rides will be free all weekend",The much anticipated branch of the REM connecting Deux-Montagnes to downtown Montreal will open after six years in the making.,https://www.cbc.ca/news/canada/montreal/rem-s-deux-montagnes-branch-finally-opens-rides-will-be-free-all-weekend-9.6978931,CBC News
2025-11-14T15:39:50Z,"REM's Deux-Montagnes branch finally opens, rides will be free all weekend",The much anticipated branch of the REM connecting Deux-Montagnes to downtown Montreal will open after six years in the making.,https://www.cbc.ca/news/canada/montreal/rem-s-deux-montagnes-branch-finally-opens-9.6978931,CBC News
2025-11-14T15:03:39Z,Carney’s ‘nation-building’ programme misses mark to be truly transformative for Canada,"The $C56bn plan focused on investing in a resource economy falls short of changing Canadians’ day-to-day lives 
Canada’s prime minister Mark Carney likes to say that when he was young, “we used to build big things in this country, and we used to build them qu…",https://biztoc.com/x/2c210251a910009b,Biztoc.com
2025-11-14T14:18:40Z,What you need to know about the six new nation-building projects on Carney’s list,Prime Minster Mark Carney announced six new projects he is recommending for fast-track approval. Here's what you need to know about them.,https://financialpost.com/commodities/mining/need-to-know-six-new-nation-building-projects-carney-list,Financial Post
2025-11-14T13:33:09Z,Europe's IT spend to surge 11% as cloud sovereignty fever takes hold,"AI, cybersecurity, and geopolitical jitters forecast to push market to $1.4T next year IT spending in Europe will grow 11 percent next year to hit $1.4 trillion amid a desire for cloud sovereignty, according to Gartner.…",https://www.theregister.com/2025/11/14/it_spending_europe/,Theregister.com
2025-11-14T13:00:00Z,Can northwest B.C.'s infrastructure handle Ottawa's 4 'nation-building' projects?,"Some local leaders in northwestern B.C. say Ottawa’s decision to fast-track two massive energy projects will boost the region’s economy — but stress that cities like Terrace and Prince Rupert need urgent, long-term investments to handle the growth.",https://www.cbc.ca/news/canada/british-columbia/nation-building-projects-northwest-bc-9.6978632,CBC News
2025-11-14T13:00:00Z,Bolivia’s Turn From Socialist Rule,"Socialism may be on the rise in New York with the election of Zohran Mamdani, but the story is different elsewhere. People may be familiar with... Read More
The post Bolivia’s Turn From Socialist Rule appeared first on The Daily Signal.",https://www.dailysignal.com/2025/11/14/bolivias-turn-from-socialist-rule/,Daily Signal
2025-11-14T12:30:00Z,Canada and India to Partner in Critical Minerals Supply Chain,"Faced with difficult trade negotiations with the United States and American tariffs on their products, Canada and India pledged to encourage long-term supply chain partnerships in critical minerals and clean energy.  At a trade summit in India, Canada and the…",https://oilprice.com/Latest-Energy-News/World-News/Canada-and-India-to-Partner-in-Critical-Minerals-Supply-Chain.html,OilPrice.com
2025-11-14T12:23:28Z,"India, Canada Deepen Energy, Mineral Ties Amid US Tariffs","India and Canada will work together to secure supply chains in critical minerals and clean energy, according to a joint statement, signaling a reset in bilateral ties amid trade tensions driven by U.S. policies. The two nations will also deepen engagement to …",https://www.ndtvprofit.com/economy-finance/india-canada-deepen-energy-mineral-ties-amid-us-tariffs,Ndtvprofit.com
2025-11-14T11:41:09Z,Major LNG terminal and gas pipeline headline Ottawa’s nation-building projects list,"Ksi Lisims LNG is poised to become the country's second largest LNG export terminal, on British Columbia's northwest coast. Read more",https://financialpost.com/commodities/energy/oil-gas/lng-terminal-gas-pipeline-headline-ottawa-fast-track-list,Financial Post
2025-11-14T10:00:00Z,"Sisson Mine project is long overdue, geologist says",The Sisson Mine project in rural New Brunswick might finally get off the ground after Prime Minister Mark Carney named it as one of the country’s major projects on Thursday.,https://www.cbc.ca/news/canada/new-brunswick/sisson-mine-project-is-long-overdue-geologist-says-9.6978522,CBC News
2025-11-14T09:39:37Z,Where Carney’s latest major projects stand and what it will take to complete them,"Prime Minister Mark Carney has unveiled the second round of projects to be considered for fast-track approval because of their perceived national importance. All the projects announced Thursday are related to energy and critical minerals mining, resources tha…",https://biztoc.com/x/f8902179b658a750,Biztoc.com
2025-11-14T09:20:01Z,"India, Canada Deepen Energy, Mineral Ties Amid US Tariffs","India and Canada will work together to secure supply chains in critical minerals and clean energy, according to a joint statement, signaling a reset in bilateral ties amid trade tensions driven by U.S. policies.",https://financialpost.com/pmn/business-pmn/india-canada-deepen-energy-mineral-ties-amid-us-tariffs,Financial Post
2025-11-14T08:01:00Z,SF Sketchfest Unveils 2026 Lineup,"SF Sketchfest has unveiled the lineup for its 23rd edition, taking place at venues across San Francisco from January 15–February 1, 2026. Featuring a mix of sketch, stand-up, improv, music, tributes, live podcasts, and special events, the festival will this y…",http://deadline.com/2025/11/sf-sketchfest-lineup-2026-unveiled-1236616569/,Deadline
2025-11-14T00:18:07Z,A look at the second batch of projects being weighed by the Major Projects Office,"Prime Minister Mark Carney has revealed the second batch of potentially “nation-building” infrastructure projects to be reviewed on expedited timelines, making good on his promise to make the announcement before the Grey Cup football championship this weekend…",https://financialpost.com/pmn/a-look-at-the-second-batch-of-projects-being-weighed-by-the-major-projects-office,Financial Post
2025-11-14T00:15:46Z,How to Measure Climate Progress,Try putting yourself in Bill Gates’s shoes. You could spend your days on what made you one of the world’s richest people while also deploying your wealth to do the most good. You could invest in for-profit ventures pursuing things like clean-energy breakthrou…,https://english.khabarhub.com/2025/14/505975/,Khabarhub.com
2025-11-14T00:08:03Z,"Danielle Smith supportive of new major projects, says pipeline negotiation ongoing","Prime Minister Mark Carney announced Thursday that seven additional major energy and infrastructure projects were being referred to his government's major projects office, after announcing an initial list of five back in September.",https://www.cbc.ca/news/canada/calgary/smith-major-projects-9.6978416,CBC News
2025-11-13T23:18:39Z,"Government spends $19B on external services, despite vow to trim spending",Government records show the federal government spent more than $19 billion on external professional and special services in 2024-25 — an increase of almost $2 billion since last year and of about $8.5 billion since 2020.,https://www.cbc.ca/news/politics/government-spending-outside-contractors-9.6978363,CBC News
2025-11-13T22:32:14Z,N.B.’s Sisson Mine chosen as one of Carney's major projects,A long-delayed mine north of Fredericton has made the list of major national projects after urging from the New Brunswick government.,https://www.cbc.ca/news/canada/new-brunswick/sisson-mine-chosen-9.6978236,CBC News
2025-11-13T22:25:59Z,Carney’s Projects Czar Pledges to Help Firms Compete Globally,"The Canadian government will accelerate the development of mining and energy projects so that companies are better able to compete in markets worldwide, said the official in charge of shepherding new proposals through to construction.",https://financialpost.com/pmn/business-pmn/carneys-projects-czar-pledges-to-help-firms-compete-globally,Financial Post
2025-11-13T21:27:06Z,Connecting critical mineral mines with clean electricity will power growth and competitiveness,"New Economy Canada welcomes the Prime Minister’s focus on clean electricity as key to a sustainable and profitable economy Victoria, BC, Nov. 13, 2025 (GLOBE NEWSWIRE) — A new major transmission line in BC and mining projects in QC, ON and NB, are among the n…",https://financialpost.com/globe-newswire/connecting-critical-mineral-mines-with-clean-electricity-will-power-growth-and-competitiveness,Financial Post
2025-11-13T21:24:00Z,Connecting critical mineral mines with clean electricity will power growth and competitiveness,New Economy Canada welcomes the Prime Minister’s focus on clean electricity as key to a sustainable and profitable economy New Economy Canada welcomes the Prime Minister’s focus on clean electricity as key to a sustainable and profitable economy,https://www.globenewswire.com/news-release/2025/11/13/3187882/0/en/Connecting-critical-mineral-mines-with-clean-electricity-will-power-growth-and-competitiveness.html,GlobeNewswire
2025-11-13T21:09:42Z,"Saab CEO confirms talks with Ottawa, Bombardier for Gripen fighter jet production","Saab CEO confirms talks with Ottawa, Bombardier for Gripen fighter jet productiontheglobeandmail.com",https://www.theglobeandmail.com/business/article-saab-ceo-michael-johansson-gripen-fighter-jets-defence-canada/,The Globe And Mail
2025-11-13T20:58:42Z,"Churchill port expansion missing from new list of nation-building projects, but news expected soon: Kinew","The proposed expansion of the Port of Churchill didn’t crack Ottawa’s newest list of major projects of “national importance,” but Manitoba’s premier says the project is moving ahead with the federal government’s help.",https://www.cbc.ca/news/canada/manitoba/churchill-port-expansion-nation-building-future-9.6978033,CBC News
2025-11-13T20:49:59Z,New Brunswick’s Sisson Mine added to Ottawa’s list of ‘nation-building’ projects,"FREDERICTON — New Brunswick Premier Susan Holt is holding a news availability on the heels of Prime Minister Mark Carney’s announcement of the latest group of projects being submitted for fast-tracking consideration. A tungsten mine in Sisson Brook, N.B., is …",https://financialpost.com/pmn/new-brunswicks-sisson-mine-added-to-ottawas-list-of-nation-building-projects,Financial Post
2025-11-13T20:48:23Z,B.C. power line and Ksi Lisims LNG added to federal government’s major-projects list.,"TERRACE, B.C., CANADA — Two more projects under planning in British Columbia have been given nation-building status in a move by the federal government to amp up Canada’s economy. Standing with the backdrop of the Skeena Substation in Terrace, B.C., Prime Min…",https://financialpost.com/pmn/b-c-power-line-and-ksi-lisims-lng-added-to-federal-governments-major-projects-list,Financial Post
2025-11-13T20:37:50Z,"Carney bets on more critical minerals mining, electricity and liquified natural gas in latest batch of major projects","Carney announced Thursday that his government had selected three more critical mining projects across Ontario, Quebec, and New Brunswick",https://nationalpost.com/news/politics/carney-bets-on-more-critical-minerals-mining-electricity-and-liquified-natural-gas-in-latest-batch-of-major-projects,National Post
2025-11-13T20:26:49Z,"What is Ksi Lisims LNG, B.C. project being fast tracked by Feds?","TERRACE, BRITISH COLUMBIA, CANADA — The Ksi Lisims LNG facility in northern British Columbia and the North Coast Transmission Line that is planned to power it are among major projects that Prime Minister Mark Carney says will be reviewed for fast-track permit…",https://financialpost.com/pmn/what-is-ksi-lisims-lng-b-c-project-being-fast-tracked-by-feds,Financial Post
2025-11-13T20:15:12Z,Carney’s major projects patchwork leaves holes in our economic growth,Carney’s major projects patchwork leaves holes in our economic growththeglobeandmail.com,https://www.theglobeandmail.com/business/commentary/article-mark-carney-major-projects-patchwork-economic-growth/,The Globe And Mail
2025-11-13T19:43:42Z,Nova Scotia 'recalibrating' its relationship with China as minister attends fisheries expo,Premier Tim Houston says a change in the dynamic between federal government officials for Canada and China has opened the door to Nova Scotia representatives beginning to resume closer ties with the province’s second-largest trading partner.,https://www.cbc.ca/news/canada/nova-scotia/china-lobster-seafood-exports-tariffs-kent-smith-tim-houston-9.6977898,CBC News
2025-11-13T18:43:00Z,Canadian Travel to US Is Down for 10th Month in a Row,"A sharp decline in the number of Canadians traveling to the US that began when President Trump returned to office has continued for the tenth month in a row. According to Statistics Canada, air travel from Canada to the US fell nearly 24% last month compared …",https://www.newser.com/story/378633/canadian-travel-to-us-is-down-for-10th-month-in-a-row.html,Newser
2025-11-13T18:23:17Z,"Shawn Lamb's prison release has 'reopened the wound,' says sister of killer's victim",Paige Paupanakis initially went silent when the person on the phone said her sister's killer was being released from prison. Then the tears came in a surge.,https://www.cbc.ca/news/canada/manitoba/shawn-lamb-release-family-9.6977238,CBC News
2025-11-13T18:18:51Z,Canadians Still Avoiding Travel to U.S. amid President Trump's Tariffs,"Many Canadians are still avoiding travel to the United States after President Donald Trump imposed tariffs to protect his own nation.
The post Canadians Still Avoiding Travel to U.S. amid President Trump’s Tariffs appeared first on Breitbart.",https://www.breitbart.com/economy/2025/11/13/canadians-still-avoiding-travel-to-u-s-amid-president-trumps-tariffs/,Breitbart News
2025-11-13T18:00:02Z,Brazil Tries to Keep Climate Cooperation Alive,"At COP30, the global energy transition is moving forward without the United States.",http://foreignpolicy.com/2025/11/13/cop30-un-climate-conference-brazil-us-china-lula-trump-belem/,Foreign Policy
2025-11-13T16:48:20Z,Canada moves to rebuild trade ties with India after years of tension,"The Canadian trade minister, on a visit to India, says Ottawa wants to attract more investment from New Delhi.",https://www.aljazeera.com/news/2025/11/13/canada-moves-to-rebuild-trade-ties-with-india-after-years-of-tension,Al Jazeera English
2025-11-13T16:22:08Z,Most Canadians Say US Trade Deal Unlikely in Next Six Months,"Canadians have little faith a trade deal with the US will be reached in the next six months, after US President Donald Trump blew up talks over an anti-tariff ad campaign launched by the province of Ontario.",https://financialpost.com/pmn/business-pmn/most-canadians-say-us-trade-deal-unlikely-in-next-six-months,Financial Post
2025-11-13T16:12:11Z,VIDEO: Canadian Economy So Bad that CBC Hypes Buying Discounted EXPIRED Groceries,"VIDEOELBOWS UP CANADA!!!A few months ago, Mark Carney ran for Prime Minister of Canada on a platform of going ELBOWS UP in defiance of the USA and especially Donald Trump. So how did that work out? Well, despite Carney having been hyped as a (globalist) econo…",https://freerepublic.com/focus/f-bloggers/4352311/posts,Freerepublic.com
2025-11-13T15:38:10Z,"Oil pipeline not on Ottawa’s nation-building project list this time, Alberta confirms","An oil pipeline will not be in the latest round of major projects announced by Prime Minister Mark Carney today, Alberta confirms. Read on",https://financialpost.com/commodities/energy/oil-gas/pipeline-not-on-ottawa-nation-building-project-list-alberta-confirms,Financial Post
2025-11-13T14:48:23Z,"India, Canada Discuss Ways To Promote Bilateral Trade, Investments","India and Canada on Thursday held discussions on ways to promote bilateral trade and investments besides advancing collaborations in areas, including supply chain resilience, and health sectors. The issues were discussed during the India-Canada Ministerial Di…",https://www.ndtvprofit.com/nation/india-canada-discuss-ways-to-promote-bilateral-trade-investments,Ndtvprofit.com
2025-11-13T14:01:42Z,How to Measure Climate Progress,"Ending reliance on oil, coal, and gas, and embracing technologies that will only improve and become cheaper over time, is not just smart climate policy. It is the best way to improve economic competitiveness and human prosperity for decades to come.",https://www.project-syndicate.org/commentary/measure-climate-progress-in-lives-improved-by-gernot-wagner-2025-11,Project Syndicate
2025-11-13T13:30:58Z,"Canada eyes fresh start in trade talks with India, says Canada's minister Sidhu","Canada and India are actively rebuilding trade relations and exploring new cooperation avenues. Canadian Trade Minister Maninder Sidhu met with Indian Commerce Minister Piyush Goyal to discuss sectors like critical minerals, clean energy, agriculture, and art…",https://economictimes.indiatimes.com/news/economy/foreign-trade/canada-eyes-fresh-start-in-trade-talks-with-india-says-canadas-minister-sidhu/articleshow/125301361.cms,The Times of India
2025-11-13T09:00:00Z,Carney in B.C. to unveil next list of recommended nation-building projects,"Prime Minister Mark Carney is in northern B.C. today to announce the latest slew of nation-building projects to be sent to the newly created Major Projects Office (MPO), which aims to fast-track infrastructure approvals.",https://www.cbc.ca/news/politics/second-round-major-projects-nation-building-9.6976532,CBC News
2025-11-13T09:00:00Z,"As the planet gets warmer, some athletes have taken on a new role: climate advocates",Athletes who rely on the natural environment for their sport are seeing the impact of climate change up close. And many see a responsibility to advocate for change. Canadian athletes have called on the prime minister and the IOC to make climate a top priority.,https://www.cbc.ca/sports/olympics/winter/warming-weather-winter-sports-part-2-2025-9.6976726,CBC News
2025-11-13T08:02:17Z,Trump’s US to lose $5.7 billion and its largest group of international tourists as Canadians boycott northern neighbor,American tourism is experiencing a downturn. A drop in Canadian visitors is causing a projected economic loss. This trend began after President Donald Trump's return to office. Many Canadians feel uncomfortable visiting the US due to political tensions. A reb…,https://economictimes.indiatimes.com/news/international/us/trumps-us-to-lose-5-7-billion-and-its-largest-group-of-international-tourists-as-canadians-boycott-northern-neighbor/articleshow/125294006.cms,The Times of India
2025-11-13T02:08:39Z,Ksi Lisims LNG’s expected major project status puts spotlight on First Nations dispute,"The expected addition of the Nisga’a Nation-backed Ksi Lisims LNG venture to the federal government’s list of major projects puts Ottawa in the thick of the growing challenge over how to develop infrastructure opposed by neighbouring Indigenous groups.
Prime …",https://biztoc.com/x/d3ce01ad886c7747,Biztoc.com
2025-11-12T23:29:06Z,Major Power Transmission Line to Be Fast-Tracked by Carney,"Prime Minister Mark Carney will name a major electricity transmission line in British Columbia to his list of nation-building projects eligible to be fast-tracked, according to people familiar with the matter.",https://financialpost.com/pmn/business-pmn/major-power-transmission-line-to-be-fast-tracked-by-carney,Financial Post
2025-11-12T22:16:46Z,Ottawa seeking a permanent parliamentary budget officer with 'tact and discretion',"Ottawa says it's looking to hire a permanent parliamentary budget officer — someone with ""tact and discretion"" — just a few months after appointing a critical fiscal watchdog on an interim basis.",https://www.cbc.ca/news/politics/parliamentary-budget-officer-job-posting-9.6976713,CBC News
2025-11-12T22:13:16Z,Major Electricity Transmission Line to Be Fast-Tracked by Carney,"Prime Minister Mark Carney will name a major electricity transmission line in British Columbia to his list of nation-building projects eligible to be fast-tracked, according to people familiar with the matter.",https://financialpost.com/pmn/business-pmn/major-electricity-transmission-line-to-be-fast-tracked-by-carney,Financial Post
2025-11-12T20:40:00Z,Canada Eyes Joining Eurovision,"Canada is a long way from Europe, but that isn't stopping it from trying to crack the Eurovision lineup. A surprise note in the nation's recent federal budget revealed that the government and CBC/Radio-Canada are exploring a bid to join the famously over-the-…",https://www.newser.com/story/378571/canada-eyes-joining-eurovision.html,Newser
2025-11-12T20:03:48Z,Long-delayed Sisson Mine in running for Carney’s national projects list,"On Monday, during a visit to Fredericton, Prime Minister Mark Carney grinned at a question about a mine proposed for the province more than a decade ago, but on Thursday, New Brunwickers will find out for sure whether it's on his list of nation-building proje…",https://www.cbc.ca/news/canada/new-brunswick/nb-sisson-mine-running-for-carneys-national-projects-list-9.6976471,CBC News
2025-11-12T19:48:29Z,"‘Spam’ videos use actors to spread fake Canadian political, western separatism content | Globalnews.ca",Accounts with hundreds of thousands of views have published misleading Canadian political commentary using 'hosts' who advertise their services as voiceover artists or presenters.,http://globalnews.ca/news/11523062/canadian-ai-video-actors-fake-news/,Global News
2025-11-12T19:44:13Z,"Zelensky thanks UK, Canada for Russia sanctions","Ukrainian President Volodymyr Zelensky thanked the prime ministers of the United Kingdom and Canada, Keir Starmer and Mark Carney, for the countries' latest sanction packs against Russia.In two posts ...",https://biztoc.com/x/0bb6d8c2fe9a2eaa,Biztoc.com
2025-11-12T19:07:02Z,‘Begin Again’ Musical To Begin At San Diego’s Old Globe Theatre In 2026 With Eye On Broadway,"Begin Again, a new musical inspired by John Carney’s 2013 film starring Mark Ruffalo and Keira Knightley, has set a fall 2026 world premiere at San Diego’s The Old Globe theatre, its producers said Wednesday. The musical, first tipped back in 2023 when Train’…",http://deadline.com/2025/11/begin-again-musical-world-premiere-1236615457/,Deadline
2025-11-12T18:58:43Z,"Carney expected to add B.C. transmission line, Quebec graphite mine to major projects list Thursday: source","The federal government’s Major Projects Office will add the planned North Coast Transmission Line in British Columbia and an expansion of the NM Graphite mine in Quebec to its list of nation-building developments, Prime Minister Mark Carney is expected to ann…",https://biztoc.com/x/c18f7efccbf6e274,Biztoc.com
2025-11-12T18:46:44Z,Bank of Canada Mulled Delaying Cut Until After Carney’s Budget,Bank of Canada officials discussed delaying a rate cut until they had more details about Prime Minister Mark Carney’s budget and US trade policy.,https://financialpost.com/pmn/business-pmn/bank-of-canada-mulled-delaying-cut-until-after-carneys-budget,Financial Post
2025-11-12T17:38:14Z,Ottawa is seeking a permanent parliamentary budget officer with ‘tact and discretion’,OTTAWA — Ottawa says it’s looking to hire a permanent parliamentary budget officer — someone with “tact and discretion” _ just a few months after appointing a highly critical fiscal watchdog on an interim basis. The federal government’s list of governor-in-co…,https://financialpost.com/pmn/ottawa-is-seeking-a-permanent-parliamentary-budget-officer-with-tact-and-discretion,Financial Post
2025-11-12T16:45:14Z,Military Training for Canadian Bureaucrats,"Ottawa Citizen has potentially unnerving news from Canada: The Canadian Forces is counting on public servants to volunteer for military service as it tries to ramp up an army of 300,000 as part of a mobilization plan, according to a … Continue reading →
The p…",https://moonbattery.com/military-training-for-canadian-bureaucrats/,Moonbattery.com
2025-11-12T14:22:36Z,"French foreign minister, at G7 meeting in Canada, says U.S. boat strikes violate international law","During a G7 meeting in Ontario, France's foreign minister said the deadly boat strikes in the Caribbean carried out by the United States since early September violate international law. Colombia, California's governor and the Washington Post also weighed in o…",https://www.cbc.ca/news/world/france-us-boat-strikes-9.6975606,CBC News
2025-11-12T12:58:04Z,ECB's Lagarde replaces Fed's Powell on 2 BIS committees,"European Central Bank President Christine Lagarde is to take over from Federal Reserve chief Jerome Powell as head of two of the Bank for International Settlements' key economic groups, the central bank umbrella body said today.",https://www.rte.ie/news/business/2025/1112/1543545-ecbs-lagarde-replaces-feds-powell-on-2-bis-committees/,RTE
2025-11-12T11:31:27Z,Business Brief: The rise of Prince Rupert,"Good morning. Prime Minister Mark Carney is set to announce the next round of “Major Projects Office” approvals from Prince Rupert – a northern B.C. port serving as a growing stage for Ottawa’s infrastructure push. 
The government is expected to add at least …",https://biztoc.com/x/b262502d8f08ecbe,Biztoc.com
2025-11-12T11:00:56Z,Terence Corcoran: Beware calls for a ‘balanced’ trade deal with the U.S.,"Terence Corcoran: For anti-free-trade economist Oren Cass, balanced trade effectively means managed trade, with the U.S. as manager-in-chief",https://financialpost.com/opinion/terence-corcoran-balanced-trade-deal-us,Financial Post
2025-11-12T10:47:46Z,"The world is in a new age of variable geometry, says Mark Carney","The world is in a new age of variable geometry, says Mark Carney
It is time for purpose-built alliances, argues Canada’s prime minister
By Mark Carney, prime minister of Canada
The international system has been ruptured. Russia’s invasion of Ukraine, gridlock…",https://biztoc.com/x/618312dc0201ed41,Biztoc.com
2025-11-12T10:35:24Z,Akron football falls to Kent State in OT despite several statistical advantages,"The Akron Zips football team had a statistical advantage over Kent State in several categories, but the Flashes prevailed in overtime. What happened?",https://www.beaconjournal.com/story/sports/college/zips/2025/11/12/ben-finley-marcel-williams-akron-zips-football-score-kent-state-wagon-wheel-game-joe-moorhead-ncaa/87226151007/,Akron Beacon Journal
2025-11-12T09:00:00Z,U.S. tourism faces $5.7B US loss as Canadians continue to stay home,"Many Canadians continue to boycott travel to the United States, and the U.S. economy is paying the price. A U.S. Travel Association report forecasts a 3.2 per cent decline in international tourism spending in the country for 2025, a loss of $5.7 billion US co…",https://www.cbc.ca/news/business/u-s-canadian-travel-loss-9.6974240,CBC News
2025-11-12T07:33:18Z,Top diplomats from G7 countries meet in Canada as trade tensions rise with Trump,"Top diplomats from the Group of Seven industrialized democracies are converging on southern Ontario as tensions rise between the U.S. and traditional allies like Canada over defense spending, trade and uncertainty over President Donald Trump's ceasefire plan …",https://japantoday.com/category/politics/top-diplomats-from-g7-countries-meet-in-canada-as-trade-tensions-rise-with-trump-1,Japan Today
2025-11-12T05:48:21Z,Kent State snatches Wagon Wheel at Akron in 42-35 OT thriller,Kent State survives 18-point 4th quarter Akron rally as Dru DeShields delivers his 5th TD pass in OT.,https://www.hustlebelt.com/kent-state-golden-flashes/43492/kent-state-snatches-wagon-wheel-at-akron-in-42-35-ot-thriller,Hustlebelt.com
2025-11-12T00:59:12Z,Top diplomats from G7 countries meet in Canada as trade tensions rise with Trump,Top diplomats from seven major democracies gather in Canada. Discussions focus on global security challenges. Key topics include the Russia-Ukraine war and the Gaza conflict. Defense spending and trade disputes also feature prominently. Canada hosts the meeti…,https://economictimes.indiatimes.com/news/international/world-news/top-diplomats-from-g7-countries-meet-in-canada-as-trade-tensions-rise-with-trump/articleshow/125262594.cms,The Times of India
2025-11-11T23:27:33Z,"Mines, energy projects latest to be added to major projects list, sources say","Prime Minister Mark Carney is expected to add at least four mining and energy developments to the government’s major projects list on Thursday, two sources told The Globe and Mail. 
The sources said the list includes the Ksi Lisims liquefied natural gas proje…",https://biztoc.com/x/0e636727709cabef,Biztoc.com
2025-11-11T23:00:57Z,"Kent State vs Akron football score, live updates. Zips, Golden Flashes vie for Wagon Wheel","Mid-American Conference rivals Akron and Kent State meet in the Wagon Wheel rivalry game. Follow along here for live score updates, analysis and more.",https://www.beaconjournal.com/story/sports/college/zips/2025/11/11/akron-kent-state-football-score-wagon-wheel-game-live-updates/87198768007/,Akron Beacon Journal
2025-11-11T22:54:38Z,Prince Rupert awaits its turn in Carney’s economic spotlight,"The northern B.C. port city of Prince Rupert is awaiting Prime Minister Mark Carney’s visit on Thursday as the economic spotlight is shone on a region planning for an export boom to Asia.
Mr. Carney is expected to announce a new round of what he has described…",https://biztoc.com/x/d77424cd3b6e658f,Biztoc.com
2025-11-11T22:13:39Z,The Royal Canadian Legion hosts Canada’s 2025 National Remembrance Day Ceremony,"RCMP Black Hawk fly-past honours Canada’s Fallen OTTAWA, Ontario, Nov. 11, 2025 (GLOBE NEWSWIRE) — The chilly air did not deter nearly 30,000 people who gathered at Canada’s National War Memorial for the National Remembrance Day Ceremony in Ottawa this year. …",https://financialpost.com/globe-newswire/the-royal-canadian-legion-hosts-canadas-2025-national-remembrance-day-ceremony,Financial Post
